filename,width,height,length,class,x_0,x_1,x_2,y_0,y_1,y_2
li_20,400,400,89.38580840551556,1,162.8125,86.18963421408854,5.3125,244.44444444444443,198.41446309465744,150.0
li_20,400,400,44.67696392008322,1,233.75,275.1085933216717,392.1875,244.44444444444443,227.54776241604048,172.22222222222223
li_21,400,400,32.19882160188031,1,157.1875,154.8616284455194,32.5,238.88888888888889,206.7741814472544,5.555555555555543
li_21,400,400,38.53427185113608,1,181.875,218.42568235365104,382.5,233.3333333333333,221.12932880286212,11.111111111111144
li_21,400,400,147.82857381077784,1,138.125,12.58813363068652,3.4375000000000004,238.88888888888889,160.82620627355902,155.55555555555554
li_21,400,400,81.24963648636859,1,203.75,281.7795466195137,385.3125,233.3333333333333,210.6861859738937,161.11111111111111
li_22,400,400,134.99598276562142,1,190.0,124.7580177129668,58.75,250.0,131.8162485359582,11.111111111111144
li_22,400,400,145.1208838783532,1,221.56250000000003,306.18221198203827,392.8125,250.0,132.1035399949966,11.111111111111144
li_22,400,400,5.34058293724552,1,170.0,165.47182438040522,6.5625,255.5555555555556,252.72404506330847,155.55555555555554
li_22,400,400,74.2933244363125,1,256.875,323.31300619225595,390.3125,244.44444444444443,211.19554387620084,177.77777777777777
li_23,400,400,126.42715470888994,1,217.5,175.62321889691043,129.6875,255.5555555555556,136.26531851903394,5.555555555555543
li_23,400,400,123.94968766841998,1,230.625,314.29253574145093,397.8125,255.5555555555556,164.10464776316732,72.22222222222223
li_23,400,400,117.10230880510174,1,198.4375,101.43617739933622,1.5625,250.0,184.3974532414529,116.66666666666664
li_24,400,400,142.9224746842726,1,181.25,104.97862970353538,26.5625,250.0,129.13018638644257,5.555555555555543
li_24,400,400,144.03996488184623,1,197.5,270.76208148493527,342.1875,255.5555555555556,131.53870629845585,11.111111111111144
li_24,400,400,98.13674407164712,1,172.1875,86.18879253484094,0.9375,255.5555555555556,208.27931573779972,161.11111111111111
li_24,400,400,12.76395025483544,1,253.75,246.0104192339629,388.75,244.44444444444443,234.29469983317944,161.11111111111111
li_25,400,400,93.64972157265866,1,225.0,148.24233913451485,10.625,266.6666666666667,213.01471563880884,11.111111111111144
li_25,400,400,48.89385349879744,1,241.25,208.662848959002,334.0625,266.6666666666667,230.2155144627507,5.555555555555543
li_25,400,400,101.09840762070613,1,203.4375,110.44204483127184,5.9375,261.1111111111111,221.45340894112243,166.66666666666666
li_26,400,400,30.66993689293164,1,208.4375,178.0999511237521,77.1875,250.0,245.49687250927968,11.111111111111144
li_26,400,400,26.65263831904421,1,231.25,206.45075902991343,387.8125,255.5555555555556,245.79027129582389,16.66666666666663
li_26,400,400,26.85956675334031,1,245.00000000000003,264.87592847353494,392.8125,255.5555555555556,237.48946041875115,172.22222222222223
li_27,400,400,130.76558130177798,1,194.0625,134.99974572055868,75.9375,238.88888888888889,122.2217199418443,5.555555555555543
li_27,400,400,125.99013074769984,1,225.9375,309.55044480000566,393.4375,238.88888888888889,144.64246451271583,50.0
li_27,400,400,90.77281120068412,1,170.0,93.74917372429312,15.0,244.44444444444443,195.19492926361232,144.44444444444446
li_27,400,400,15.285137195761331,1,286.875,275.3086051801657,389.6875,266.6666666666667,256.67397283742537,200.0
li_28,400,400,137.9328205740143,1,179.375,112.05606797476857,42.8125,250.0,129.61053043357367,5.555555555555543
li_28,400,400,148.0105160772979,1,197.8125,268.48461463893125,334.375,261.1111111111111,131.06279285235843,11.111111111111144
li_28,400,400,93.77397289528288,1,162.5,82.88228603800268,2.1875,255.5555555555556,206.01186154682404,155.55555555555554
li_28,400,400,101.57809214087916,1,216.87500000000003,306.4973977149874,393.75,255.5555555555556,207.7441068136741,161.11111111111111
li_29,400,400,82.01832320514966,1,114.375,196.38470871676063,26.5625,261.1111111111111,262.29981526962297,5.555555555555543
li_29,400,400,38.88356612738292,1,152.8125,191.6912073236689,355.0,255.5555555555556,256.1702356536987,5.555555555555543
li_29,400,400,45.644134185465646,1,104.0625,149.42408532905392,11.25,261.1111111111111,256.0402569448239,161.11111111111111
li_29,400,400,78.01459192443949,1,152.5,228.35831662220247,389.0625,261.1111111111111,242.89594291582696,161.11111111111111
li_30,400,400,145.46844528818875,1,198.125,142.13270105850833,93.75,255.5555555555556,121.29487242825508,5.555555555555543
li_30,400,400,141.98216664578837,1,210.0,301.8736809184771,393.75,255.5555555555556,147.30509412502735,38.88888888888886
li_30,400,400,96.80575512499097,1,174.375,93.36236884118294,4.6875,250.0,197.00653042076615,138.88888888888886
li_30,400,400,95.5091674000094,1,217.8125,303.5125688198316,387.1875,255.5555555555556,213.3951563435088,172.22222222222223
li_31,400,400,11.229111965860282,1,189.375,200.4954578774497,49.6875,250.0,251.55832350225927,5.555555555555543
li_31,400,400,13.25806446927601,1,215.9375,227.98082080376983,377.5,244.44444444444443,238.9005561438956,5.555555555555543
li_31,400,400,79.81162818044237,1,172.8125,104.8828193541301,4.6875,250.0,208.10185588640812,150.0
li_31,400,400,5.943357291429993,1,252.81250000000003,254.9242369760505,257.5,255.5555555555556,250.0000121224093,244.44444444444443
li_32,400,400,25.446298072982174,1,196.25,175.38721767256925,21.875,250.0,235.4309094594996,11.111111111111144
li_32,400,400,26.455247272533708,1,229.6875,203.4563796552808,345.3125,250.0,246.56365983759488,5.555555555555543
li_32,400,400,7.896243638747471,1,163.125,155.2288160013318,17.1875,244.44444444444443,244.4137546800872,172.22222222222223
li_32,400,400,24.52265896039365,1,255.625,270.70791217198706,388.125,250.0,230.66437063605375,161.11111111111111
li_33,400,400,41.85655334674168,1,242.5,200.64353746913773,60.0,261.1111111111111,261.1983032618866,5.555555555555543
li_33,400,400,64.55690633050257,1,261.25,196.79551345673283,385.3125,261.1111111111111,257.4760981250166,5.555555555555543
li_33,400,400,62.39386593515319,1,231.875,170.5620584823843,3.4375000000000004,261.1111111111111,249.5474737598576,144.44444444444446
li_33,400,400,29.49029737142369,1,269.6875,241.13302294354924,389.6875,261.1111111111111,253.74093614116455,172.22222222222223
li_34,400,400,31.24122974324031,1,145.9375,175.40886037684135,64.6875,250.0,239.63402906581987,5.555555555555543
li_34,400,400,56.07265258779807,1,159.0625,213.81499150969796,388.125,255.5555555555556,243.45981077847165,5.555555555555543
li_34,400,400,23.21313254197963,1,120.0,141.2947934107574,5.3125,255.5555555555556,246.31535555746692,161.11111111111111
li_34,400,400,37.153252551066124,1,204.6875,240.95338146690148,397.1875,250.0,241.92844398198503,172.22222222222223
li_36,400,400,63.25570622302984,1,231.5625,168.42967913885747,9.6875,250.0,246.059022977846,11.111111111111144
li_36,400,400,35.7876903043944,1,237.8125,204.48218903502365,332.5,244.44444444444443,231.41182581650844,11.111111111111144
li_36,400,400,46.0712157498194,1,207.50000000000003,161.82399904680517,4.6875,250.0,243.97838413794528,161.11111111111111
li_36,400,400,56.39936965916853,1,270.625,214.5868389428261,394.0625,255.5555555555556,249.1826909499186,150.0
li_37,400,400,144.6500730387688,1,182.8125,114.39061707938912,43.125,266.6666666666667,139.22220987187563,5.555555555555543
li_37,400,400,162.64261339873588,1,190.3125,290.9376304276629,391.5625,261.1111111111111,133.3331677109042,5.555555555555543
li_37,400,400,95.54695582007574,1,172.5,90.06661122195098,1.875,261.1111111111111,212.8000649513504,161.11111111111111
li_37,400,400,108.07497761331273,1,198.125,298.7612758368742,396.875,261.1111111111111,221.7088171194839,183.33333333333331
li_38,400,400,147.90773767884366,1,203.4375,129.30844837185654,55.625,261.1111111111111,133.12055454545788,5.555555555555543
li_38,400,400,157.17479063610162,1,215.0,303.17708513696084,384.0625,255.5555555555556,125.44515447919451,5.555555555555543
li_38,400,400,106.72531619187502,1,190.625,97.66351829284942,3.125,255.5555555555556,203.12983634192145,150.0
li_38,400,400,1.8465038555220323,1,233.4375,231.832670164329,387.5,255.5555555555556,256.468845042519,172.22222222222223
li_39,400,400,138.4219272576164,1,198.4375,134.17745889467042,72.5,250.0,127.3978912789254,11.111111111111144
li_39,400,400,140.4603236989828,1,216.25,290.15623770530686,364.0625,244.44444444444443,125.00001987021116,5.555555555555543
li_39,400,400,105.02942822079233,1,183.75,93.12039459322288,3.75,250.0,196.9202918602745,144.44444444444446
li_39,400,400,88.78834983317472,1,239.375,318.7496025838842,394.0625,244.44444444444443,204.65696487173645,166.66666666666666
li_40,400,400,134.59125037562663,1,195.3125,125.28807454512972,50.0,244.44444444444443,129.50365743917845,5.555555555555543
li_40,400,400,146.81703472703424,1,215.9375,298.80573843844564,378.75,244.44444444444443,123.24998605567116,5.555555555555543
li_40,400,400,105.92960876181633,1,178.75,90.28484541085662,2.1875,250.0,191.7333848936594,133.33333333333337
li_40,400,400,78.698915967672,1,230.3125,300.6605492888212,385.625,250.0,214.72010011714477,172.22222222222223
li_41,400,400,145.94571548852454,1,197.5,128.10150513577852,65.3125,250.0,121.60996619660084,5.555555555555543
li_41,400,400,141.57573069981308,1,213.125,288.4085015092965,363.4375,250.0,130.0997000684079,11.111111111111144
li_41,400,400,99.16317835808924,1,179.6875,93.4960231572721,4.375,250.0,200.96567261858564,150.0
li_41,400,400,37.304224538199165,1,239.375,272.61252986373086,392.8125,244.44444444444443,227.50715490467516,166.66666666666666
li_42,400,400,139.50166320209868,1,194.0625,128.37612843910475,60.62499999999999,255.5555555555556,132.48640983935348,5.555555555555543
li_42,400,400,155.13175530898505,1,218.125,308.6990300138923,394.375,255.5555555555556,129.61030319450248,11.111111111111144
li_42,400,400,96.23379462830046,1,172.8125,90.12756470579733,5.0,250.0,200.7643959724731,150.0
li_42,400,400,87.73500410708998,1,238.75000000000003,316.8344932840207,390.3125,250.0,209.99696443707276,172.22222222222223
li_43,400,400,141.99987415068662,1,183.4375,112.889668938778,44.0625,255.5555555555556,132.3201394148693,11.111111111111144
li_43,400,400,147.84043431077168,1,198.75,281.1854866715097,363.4375,255.5555555555556,132.83153771703735,11.111111111111144
li_43,400,400,6.790893755877243,1,218.43750000000003,224.47475935629404,388.125,255.5555555555556,252.44625700629197,166.66666666666666
li_44,400,400,139.2238086096012,1,174.375,101.17733297581051,22.5,250.0,131.57124324734826,5.555555555555543
li_44,400,400,145.6993960909352,1,192.5,255.18828168353247,314.6875,261.1111111111111,129.58737423890494,5.555555555555543
li_44,400,400,75.23517074586465,1,143.125,78.10328291853396,10.0,244.44444444444443,206.5959672632262,166.66666666666666
li_44,400,400,104.19839817222254,1,213.75000000000003,303.5933875850344,393.4375,255.5555555555556,202.7779856143171,150.0
li_46,400,400,150.2283434164607,1,209.06250000000003,117.8771337572613,26.875,250.0,130.61078713371273,11.111111111111144
li_46,400,400,135.08043033217413,1,229.6875,287.07536942140723,344.375,250.0,127.71608813095298,5.555555555555543
li_46,400,400,29.61134364485516,1,193.125,165.58595243287343,1.5625,250.0,239.11732884126127,150.0
li_46,400,400,85.35352432096639,1,249.68750000000003,323.2546761920042,391.5625,250.0,206.72073589876533,166.66666666666666
li_47,400,400,138.2085417903769,1,176.5625,107.03119099044518,37.5,244.44444444444443,124.9999046310224,5.555555555555543
li_47,400,400,149.73663478407167,1,202.5,285.97704283239256,363.125,244.44444444444443,120.13578377907744,5.555555555555543
li_47,400,400,77.26878648843619,1,142.8125,75.51835388999574,4.6875,238.88888888888889,200.91569749389367,161.11111111111111
li_47,400,400,87.8074491154394,1,233.4375,311.91144886242364,388.75,244.44444444444443,205.0491722649278,166.66666666666666
li_48,400,400,301.38508280124404,1,195.0,-0.9757685579269896,4.6875,238.88888888888889,9.920624115705609,16.66666666666663
li_48,400,400,131.75880776062115,1,227.5,266.06302340897486,304.6875,255.5555555555556,129.56636297119468,5.555555555555543
li_48,400,400,116.51326828213476,1,177.8125,73.93302868581809,5.9375,244.44444444444443,191.67705749691055,161.11111111111111
li_48,400,400,38.18765893363629,1,279.0625,309.57991939876,396.5625,233.3333333333333,210.37719236687465,155.55555555555554
li_49,400,400,50.83026998761603,1,247.8125,197.00401885280505,55.625,261.1111111111111,262.5992611469185,5.555555555555543
li_49,400,400,55.72390641908929,1,257.5,201.79340497294973,381.875,261.1111111111111,259.72222051223787,5.555555555555543
li_49,400,400,63.16728655411392,1,250.9375,188.8892450509069,5.9375,266.6666666666667,254.82943099350865,150.0
li_49,400,400,51.19091086130295,1,280.3125,230.63433456230575,388.125,266.6666666666667,254.3139651987712,172.22222222222223
li_50,400,400,136.55282935703272,1,194.0625,124.95146306578336,50.9375,255.5555555555556,137.7831488581961,11.111111111111144
li_50,400,400,149.6173617278045,1,210.0,296.7886726037972,381.25,250.0,128.12678211329774,5.555555555555543
li_50,400,400,76.8654066262734,1,152.5,85.99238168831518,7.187499999999999,238.88888888888889,200.35283509079483,155.55555555555554
li_50,400,400,98.35568024067116,1,225.625,313.12858716392816,387.8125,255.5555555555556,210.64495470174847,172.22222222222223
li_51,400,400,130.84841485692792,1,212.18750000000003,160.31729962736975,106.5625,250.0,129.87177690536708,5.555555555555543
li_51,400,400,244.29642098162637,1,229.6875,404.7919847769803,395.0,250.0,79.64988783267484,88.88888888888886
li_51,400,400,108.8724307170906,1,190.625,99.30717809019885,2.5,250.0,190.7187924220708,127.77777777777776
li_51,400,400,22.38403716433804,1,314.6875,324.3998703487361,384.375,266.6666666666667,246.4994908112461,227.77777777777777
li_52,400,400,142.1622056996712,1,190.625,109.32067856700178,33.125,244.44444444444443,127.82669259801524,5.555555555555543
li_52,400,400,120.58842800901716,1,212.8125,275.9032430534898,353.125,244.44444444444443,141.6770998711587,11.111111111111144
li_52,400,400,200.3332234229672,1,170.3125,-4.585601124125289,0.9375,244.44444444444443,146.7507669099605,150.0
li_53,400,400,37.69880235882479,1,212.5,174.96338003141398,58.12500000000001,250.0,246.5068838233344,11.111111111111144
li_53,400,400,24.47854668915332,1,232.50000000000003,208.26528486300995,361.875,250.0,246.55357718177197,16.66666666666663
li_53,400,400,20.954962024343597,1,164.375,144.02168079246636,6.875000000000001,238.88888888888889,233.9036275438916,155.55555555555554
li_53,400,400,5.916973798742959,1,255.0,252.2238704419512,387.5,250.0,244.7747073180597,150.0
li_54,400,400,22.551023795214185,1,162.5,184.66367909378965,63.125,261.1111111111111,256.94938031253366,5.555555555555543
li_54,400,400,124.2287906042653,1,189.0625,282.43216884762296,390.9375,250.0,168.05552273469786,66.66666666666663
li_54,400,400,74.85287482155874,1,133.4375,70.50540365275072,4.0625,238.88888888888889,198.36106982108717,155.55555555555554
li_54,400,400,81.65911777821627,1,244.0625,319.38453882421146,390.0,238.88888888888889,207.34840722356597,177.77777777777777
li_55,400,400,142.74011320819832,1,201.25000000000003,147.88751618953916,97.8125,261.1111111111111,128.72083488106625,5.555555555555543
li_55,400,400,144.63613030027773,1,217.5,304.0538355168346,391.875,250.0,134.1205637502337,16.66666666666663
li_55,400,400,107.54225669971736,1,193.125,102.99054698144256,5.9375,261.1111111111111,202.45007331673375,138.88888888888886
li_55,400,400,91.51665326324569,1,233.125,313.12494833635805,393.125,255.5555555555556,211.1111398131344,166.66666666666666
li_56,400,400,36.15180318264282,1,137.5,173.4240348281056,25.0,250.0,245.94826024705432,5.555555555555543
li_56,400,400,76.1197192159541,1,114.375,190.4833752777432,343.4375,266.6666666666667,265.35256389370875,11.111111111111144
li_56,400,400,33.93800571653268,1,109.375,136.9325325902541,3.75,261.1111111111111,241.30276363959072,166.66666666666666
li_56,400,400,83.40416915712952,1,133.125,214.63828506013724,391.875,266.6666666666667,249.00768052657693,155.55555555555554
li_58,400,400,15.423328871280098,1,163.4375,177.12651885411717,23.125,250.0,257.10562004917847,11.111111111111144
li_58,400,400,13.269547518676069,1,184.0625,197.31101826928773,352.5,250.0,249.25323697282772,5.555555555555543
li_58,400,400,4.8221486512599885,1,144.0625,148.5653237969203,5.3125,250.0,248.27439996849304,161.11111111111111
li_59,400,400,121.92849741601728,1,151.875,77.10002950246516,1.25,216.66666666666669,120.35850362105292,22.22222222222223
li_59,400,400,132.41032881655147,1,207.8125,266.8216579454481,324.375,238.88888888888889,120.35444471388786,5.555555555555543
li_59,400,400,61.68563139399368,1,128.125,73.71013006385014,3.4375000000000004,233.3333333333333,204.27926218473945,166.66666666666666
li_59,400,400,91.8393849896772,1,234.6875,315.1986350216518,396.5625,238.88888888888889,194.70258136260315,150.0
li_63,400,400,127.1201868006988,1,206.25,107.65459084986335,1.25,250.0,169.75981563604364,83.33333333333337
li_63,400,400,131.7823379552853,1,225.9375,227.62880839935443,229.37500000000003,255.5555555555556,123.784071262256,5.555555555555543
li_63,400,400,89.60109824179288,1,184.0625,102.12481193965894,8.125,250.0,213.74297197146927,172.22222222222223
li_63,400,400,99.80818942699966,1,239.0625,317.6194539765292,394.6875,255.5555555555556,193.9886841178634,133.33333333333337
li_64,400,400,138.6273641786646,1,175.0,99.54216701891772,20.0,250.0,133.7087211312766,11.111111111111144
li_64,400,400,138.76194783376116,1,201.25000000000003,271.8750231978168,342.5,250.0,130.5555180641345,11.111111111111144
li_64,400,400,79.8934841205855,1,150.3125,81.1847918562404,6.25,250.0,209.94592690228072,166.66666666666666
li_65,400,400,141.88463643115057,1,191.875,122.62098293921208,57.8125,244.44444444444443,120.60934773860794,5.555555555555543
li_65,400,400,143.65879638746225,1,213.75000000000003,292.9837309151071,375.3125,250.0,130.16734307891386,5.555555555555543
li_65,400,400,53.532018533641775,1,104.0625,58.23608046141754,11.875,205.5555555555556,177.88578359118992,150.0
li_65,400,400,72.82735319343875,1,265.625,330.08519056865765,392.1875,233.3333333333333,199.44074999989277,166.66666666666666
li_67,400,400,137.06882404639123,1,171.5625,89.00455153674986,3.75,244.44444444444443,135.027591670295,22.22222222222223
li_67,400,400,142.82302029744758,1,191.5625,259.4127223557483,324.0625,255.5555555555556,129.878340225327,11.111111111111144
li_67,400,400,31.493892814816142,1,150.9375,122.6172257232834,4.375,244.44444444444443,230.66665980675057,172.22222222222223
li_67,400,400,93.92591813805348,1,220.3125,304.3875395275216,388.125,250.0,208.1255946129141,166.66666666666666
li_68,400,400,28.57968447711129,1,143.75,172.08561500969856,32.8125,250.0,246.27289833337196,11.111111111111144
li_68,400,400,25.7678268135708,1,169.6875,195.3139131954995,342.8125,250.0,247.3041058203804,11.111111111111144
li_68,400,400,9.719748132499603,1,122.5,119.68492913772376,5.3125,250.0,240.69683495795152,166.66666666666666
li_68,400,400,38.06149094801818,1,195.9375,232.77962459913917,392.8125,250.0,240.4430680546748,161.11111111111111
li_69,400,400,29.442242666846493,1,181.875,165.49977714334875,62.18749999999999,250.0,225.53169949407024,5.555555555555543
li_69,400,400,206.8744785877679,1,201.25000000000003,310.5770339781071,345.625,250.0,74.37355115897077,16.66666666666663
li_69,400,400,6.097388731733259,1,175.3125,169.24635158746247,4.0625,255.5555555555556,256.1719911020129,150.0
li_69,400,400,114.06223822615364,1,214.6875,314.467043063494,388.125,255.5555555555556,200.29040401138465,161.11111111111111
li_70,400,400,131.44602652282455,1,191.5625,126.22054820216395,55.00000000000001,250.0,135.9452446239598,11.111111111111144
li_70,400,400,136.17641224206457,1,225.0,304.18489575763334,384.0625,244.44444444444443,133.65740759006576,22.22222222222223
li_70,400,400,98.07713305186856,1,176.875,92.50007279236505,8.125,255.5555555555556,205.55559869177188,155.55555555555554
li_70,400,400,35.00861347812304,1,279.0625,296.8936557076861,387.8125,255.5555555555556,225.4282771555927,177.77777777777777
li_71,400,400,131.19752680061302,1,198.4375,127.04028986494988,50.31250000000001,244.44444444444443,134.3752415603994,16.66666666666663
li_71,400,400,136.8364427748613,1,225.0,298.3875959873231,373.125,250.0,134.50769364810776,16.66666666666663
li_71,400,400,101.90148979278383,1,182.8125,94.73207859911032,10.625,250.0,198.75789828831643,150.0
li_71,400,400,84.58875306723863,1,249.68750000000003,324.2918247654184,395.3125,250.0,210.1320696327705,172.22222222222223
