filename,width,height,length,class,xmin,xmax,ymin,ymax
li_3030,400,400,192.47141745482597,1,185.97738768967395,257.9758928198156,250.57582876361613,72.07803663134675
li_3030,400,400,68.90953680433988,1,161.61791941723087,111.94607847355402,170.8015930907456,123.03934356400386
li_1791,400,400,312.1566950026782,1,155.73763239358325,393.3081020878689,91.31460033917453,293.8042893710646
li_1791,400,400,380.7973042478013,1,305.83023938614684,48.52145952286988,323.20767803537484,42.496476392718165
li_1791,400,400,198.44592938542243,1,318.76565322224536,163.6543337709315,149.36080365058015,273.139903129113
li_886,400,400,178.96911320462328,1,75.11317371139575,218.66250930351038,37.09759674478672,143.9785198897134
li_886,400,400,340.82037339890627,1,325.6574366227273,144.92122496241885,325.4307210294823,36.479256734092225
li_77,400,400,164.19540039640353,1,3.691607975412081,129.64481224358005,257.7209667500479,152.38379455563012
li_2782,400,400,312.4498964650614,1,334.4008434275054,113.5695217273676,151.18526940985117,372.22477980832684
li_2782,400,400,30.629965230085457,1,127.61439509346744,150.47780464843208,300.5895475632392,280.2067294676422
li_3777,400,400,378.24267947425307,1,314.2571027302498,44.476876298125354,21.25096488634388,286.36632468674134
li_2739,400,400,311.9759075462937,1,362.6665950027637,67.75583449395927,186.56300010200079,84.79556805494451
li_2739,400,400,123.5814472874146,1,256.5053200292686,334.7137271390541,349.0254422353543,253.339397427336
li_2739,400,400,284.06521896781686,1,173.14815127732803,395.2279974128369,44.31319869194024,221.43911595890165
li_497,400,400,165.0849613097634,1,370.46047986811516,307.33122477001695,191.3233949316111,343.86106766004013
li_2122,400,400,150.64963605694464,1,172.7144971776243,225.9149277034288,104.6282379451049,245.57158484718084
li_2122,400,400,165.87245501224535,1,237.57306315109759,383.581472994955,304.99095062092823,383.7006424425681
li_3221,400,400,370.2418691043319,1,378.16726669085546,65.43350903221938,223.76888854636806,25.585542983279197
li_4281,400,400,311.4870853317472,1,28.11366022327362,74.35239962415889,378.66662612941775,70.63061637230481
li_3542,400,400,243.55031658656597,1,327.5749775135044,252.7336458440728,143.34821933920892,375.11433373767454
li_3542,400,400,208.99163837107176,1,288.5276347798821,320.1353128334067,345.5739877525102,138.98633178756742
li_3057,400,400,232.11241971274387,1,78.49395601422793,307.04663850869684,335.42702304443657,294.9320022457329
li_1068,400,400,0,0,0,0,0,0
li_4473,400,400,332.46391552315737,1,113.49229318403715,318.0599046215748,33.50024658628823,295.57723427450503
li_2193,400,400,206.39042614574544,1,157.94301785919797,354.516209704386,274.7806524880485,211.8840051019015
li_2302,400,400,331.45807926662343,1,16.072810820309336,297.5723887908214,219.74698918459245,394.7396916425602
li_2302,400,400,138.34607866108865,1,274.9353642145369,298.1123934142589,141.11723550358212,277.5080812314951
li_1509,400,400,368.99582426817,1,386.5042022731064,44.93861554930545,151.3104297032503,290.92012955742166
li_4861,400,400,137.29037700850375,1,253.50207505933247,199.32200730428497,235.10735164551625,361.2547569981257
li_3024,400,400,0,0,0,0,0,0
li_2112,400,400,0,0,0,0,0,0
li_3891,400,400,128.30632155786037,1,216.91952509890112,214.56192048023138,242.75365261415027,371.0383120718231
li_3891,400,400,120.58596829102639,1,46.68802001755128,119.8897067098673,206.65240828813666,302.47771190928063
li_3891,400,400,35.75842217091457,1,253.77028266112376,256.8905712284213,215.799569283332,180.1775458229761
li_702,400,400,185.81533710788537,1,374.050974511533,211.40407923714886,224.34526075655347,314.196955020605
li_702,400,400,201.06210059780548,1,347.32471708677537,370.7183922339302,322.73947632092916,123.04294590562267
li_4210,400,400,36.99503340599866,1,146.99389340436707,161.14842949176403,201.00433595837356,166.82420130589546
li_4210,400,400,238.12991924510058,1,59.96556275642497,244.07429490071215,240.3525634461101,89.32331731178932
li_54,400,400,233.68607453154388,1,89.08501803761494,313.2124544018034,116.3422515921655,50.19035291360208
li_54,400,400,358.4888211073967,1,242.97140833444962,375.08453156260833,33.91681823757957,367.1740125033184
li_2124,400,400,0,0,0,0,0,0
li_3641,400,400,209.88178187555312,1,205.12772613862057,150.34534602861663,338.19576235440263,135.58960945489096
li_2040,400,400,0,0,0,0,0,0
li_1577,400,400,169.94618427687206,1,170.89899229829294,331.6588690508004,166.95059041881998,111.8328294266754
li_4605,400,400,268.5206834469122,1,343.76573772483954,310.952393006821,66.19919792551742,332.70743766157756
li_1273,400,400,178.07784403368152,1,147.45791143426268,275.2948328724842,24.703581542106967,148.67712732055992
li_2463,400,400,291.89368953927533,1,338.17764233173364,289.54869441619013,344.54936361784394,56.73492440834522
li_2463,400,400,133.48965847870215,1,271.0282604333728,157.9415958418529,122.31592327683929,193.24472710381508
li_2463,400,400,29.46724569092552,1,350.80833839772646,328.48467740299424,110.76823095711839,91.53355579995393
li_4422,400,400,251.71855664174075,1,217.01333942304214,5.3828193051038475,46.94661829717832,183.23585012571328
li_4422,400,400,272.37877127467965,1,218.96711651474413,127.11083875970557,110.47968714847242,366.90242264221416
li_13,400,400,102.74334364101576,1,342.7012896495125,399.37767914618115,227.66462373157262,141.96759031642014
li_410,400,400,228.47284126156777,1,340.4929899834765,112.45284108913731,223.54978974548536,209.49526426857355
li_410,400,400,214.35399389587897,1,274.27910065206487,229.075737512244,334.5857390607034,125.05223181194856
li_1980,400,400,0,0,0,0,0,0
li_2498,400,400,31.92189261950171,1,280.2959217792096,302.2706070037843,164.63091260848904,187.78518732595444
li_2498,400,400,248.1421987075323,1,369.39837740597767,126.31990722173234,182.5955222580954,132.72160009134174
li_984,400,400,0,0,0,0,0,0
li_3588,400,400,0,0,0,0,0,0
li_202,400,400,207.08520171297064,1,28.84228144844765,226.76090921580746,253.78109503012757,192.850827090564
li_202,400,400,287.9101437874745,1,294.233902055222,319.914515225894,366.7204157088053,79.95787107840466
li_4279,400,400,63.76800137532327,1,118.40007593171156,58.330581792056655,256.67511770943884,278.0763763922639
li_4279,400,400,8.48672972822045,1,68.19755407500168,73.0151227275706,193.4515850455112,200.43840218621597
li_4279,400,400,57.35442559468089,1,179.31518628988985,147.4261131760188,332.3087713930049,284.6367969086816
li_521,400,400,231.1095345275363,1,73.00003114588564,245.8416087341531,173.74602429541906,327.16507789155304
li_3037,400,400,172.18177151317047,1,261.5131540993064,118.90134349895956,126.3452518803927,222.8254774123868
li_4975,400,400,113.26992054818226,1,153.92186437446549,261.17622695481094,152.7916729039676,189.213872294934
li_4975,400,400,305.18513932567254,1,389.16116105059075,93.40747193169196,179.94875244337592,104.66446033810399
li_4975,400,400,220.1488424467814,1,36.11189708358924,234.7239953482862,150.10133817248223,55.134253066366945
li_4921,400,400,306.4777479891963,1,257.0789182466487,16.805672063803677,290.04939859111147,99.79331542611187
li_4999,400,400,193.01590542666307,1,217.92999086237535,50.28564055224152,113.50963201541404,17.851325754181957
li_4999,400,400,247.16800776779468,1,32.902417799998894,270.5743165088281,370.7636017906222,302.91013741303374
li_4999,400,400,220.5797286243461,1,356.0884015141522,139.68326930609553,145.2406333247242,187.95170254575507
li_2132,400,400,0,0,0,0,0,0
li_721,400,400,108.3359115273524,1,95.40271575369323,197.8433989675843,72.89029683038666,108.14049043458604
li_3151,400,400,228.63526882117935,1,196.42981013118916,77.64175427236219,343.41191155420756,148.0571472554755
li_3151,400,400,208.1534878686692,1,139.73981987961741,301.62207627484185,248.538902456911,379.38999941938596
li_3151,400,400,265.34439949125453,1,67.3544697254548,206.94531745555383,40.951090886475505,266.6102266894976
li_2971,400,400,170.4560412554242,1,164.03215757472162,204.35884501975005,384.42381538263857,218.80672604647776
li_2971,400,400,316.6701191560057,1,267.3331009650795,125.04305430042689,20.078267759063895,302.9802065761209
li_2971,400,400,179.84449718089954,1,360.2797723218447,296.2439011552128,330.38904849411665,162.33117045746786
li_3280,400,400,0,0,0,0,0,0
li_2277,400,400,320.6629380688838,1,83.05798680462777,391.3235511883891,40.55382715977305,128.8547992163134
li_1916,400,400,0,0,0,0,0,0
li_1760,400,400,0,0,0,0,0,0
li_640,400,400,0,0,0,0,0,0
li_51,400,400,61.73113584143931,1,59.012742241715934,95.53714479251542,74.24006660249644,124.00653272760307
li_51,400,400,129.6835899583586,1,63.751777951398346,167.7776063519384,243.39522935787895,320.83204573141717
li_51,400,400,113.46813547750789,1,156.95881288632089,50.3873775803227,333.12596625247295,294.17026133571494
li_1456,400,400,0,0,0,0,0,0
li_1041,400,400,247.1498422841499,1,309.5861993760482,96.04100618228166,351.76382717878766,227.3391712422849
li_1258,400,400,308.32386487247317,1,134.80179522902284,378.52408460302775,19.509351139115783,208.35598550730592
li_1258,400,400,286.3401453132542,1,110.36770606004987,396.5917734276497,371.5797217626793,363.427294052896
li_2298,400,400,174.18686722476104,1,18.09434785658164,192.19802685053372,92.89773031215746,87.51501033547066
li_2298,400,400,132.62091543598774,1,363.4578055413571,294.87152050563145,241.1038973360568,127.59518085984247
li_4136,400,400,0,0,0,0,0,0
li_694,400,400,175.21376178867618,1,370.8899198114472,197.32309007346913,153.9913605995986,130.02434295353572
li_694,400,400,365.808243052844,1,45.71348489925051,382.6858639923272,84.61327711161148,226.96947266965645
li_4626,400,400,37.49342051631444,1,20.894884016538875,22.830465596676184,224.71162261904465,262.1550480227096
li_4626,400,400,63.24538492052943,1,179.96842586866853,127.63753314159376,47.865850060577664,83.38283726576337
li_2913,400,400,12.282018492095512,1,241.93393892868295,229.83886594342184,93.14685066074495,95.28160772453064
li_3508,400,400,0,0,0,0,0,0
li_1218,400,400,100.34817159640961,1,38.56687204671792,135.5537832483376,358.4557444983411,332.7012381293266
li_1218,400,400,71.920814536093,1,275.71526441949953,277.6406891682163,177.00453465715697,248.89957136395694
li_2984,400,400,0,0,0,0,0,0
li_4334,400,400,191.42908758576044,1,15.13547933286672,27.463828186783836,18.910718454837784,209.94241055971568
li_4334,400,400,394.5176099133234,1,70.40303455788974,319.5566001046723,57.82912825788671,363.7157826039799
li_1079,400,400,81.5172166667111,1,220.68737609821497,167.07458449542477,309.2517281255798,370.657958995446
li_1079,400,400,123.25580889567799,1,262.72099184761,321.43097241271346,137.83361711427625,29.458654098951254
li_1079,400,400,57.26566405626466,1,250.46327363330764,266.14848640984684,268.5734531128645,213.497774451956
li_57,400,400,161.86659857494553,1,116.82898096670597,275.36461576137964,276.6810295532938,309.3497949794987
li_3575,400,400,297.39401269680195,1,21.938629054996195,301.09670779572264,21.755528899746103,124.29316034153408
li_3575,400,400,338.6998067252193,1,390.6840160569574,68.11431619564905,191.00731729162325,87.7293050766006
li_3575,400,400,300.24765170774407,1,92.23176422595607,391.579593361891,130.9945966408889,107.76682129287312
li_238,400,400,306.09808162636097,1,130.26083483312098,129.9971966406654,348.1206701605251,42.022702068213476
li_238,400,400,286.36587761971504,1,104.13869772626629,357.9722648548437,224.1068828907661,356.6736059538772
li_559,400,400,239.38266409861447,1,52.07954634039859,218.32791413985225,391.32664783341824,219.08977583741483
li_559,400,400,96.16423829959909,1,77.33413667862696,157.01759866994306,161.21654200169476,107.38247645932128
li_559,400,400,62.95906409406796,1,124.84815388546085,186.18128783398245,306.6932490332488,292.47739761120357
li_1819,400,400,303.78625835961276,1,47.84772317556203,351.5873017688704,243.9090953972744,238.58376309845988
li_1819,400,400,303.0155997051788,1,32.21986459439932,331.3196532986116,271.05635237431704,222.4994778683863
li_1819,400,400,308.90161543879776,1,88.42509708329698,397.20492490004824,78.5744653719529,69.90117567563053
li_1192,400,400,0,0,0,0,0,0
li_3172,400,400,0,0,0,0,0,0
li_805,400,400,151.0929006393349,1,235.9976686113893,366.81835091517127,85.26515071858141,9.667441062925297
li_4087,400,400,145.38273199320204,1,324.2050101246543,365.6207889752542,346.10178711204236,206.74299828261326
li_4087,400,400,133.88153705437415,1,335.8835257820834,202.04116975093535,84.77585245032616,81.53707242180116
li_4087,400,400,276.9348289326434,1,327.92406061598575,72.45495657008382,76.0332254136546,182.93709042300117
li_2723,400,400,206.76547454145347,1,287.68056527305885,81.08176073141857,300.18755749896883,291.8872307392833
li_2723,400,400,351.9916839063267,1,195.94038288356325,94.83348949710853,344.2695565044691,7.111519897077079
li_2723,400,400,129.04117581856062,1,362.49674094459215,233.72682155180317,139.25313528026777,130.8905449990627
li_1912,400,400,0,0,0,0,0,0
li_356,400,400,0,0,0,0,0,0
li_3683,400,400,325.4167546901765,1,355.48644977865206,213.02178593680782,1.980429391080163,294.55500755794145
li_3683,400,400,213.77165740634953,1,241.66104179468766,289.7657373349902,309.758791398988,101.46990600845052
li_3683,400,400,187.77901888490686,1,278.77183941252935,92.15640306919934,274.48561929167147,253.61365599717635
li_1884,400,400,0,0,0,0,0,0
li_2663,400,400,100.90613272413285,1,111.86279832613218,87.35216205014021,279.4472000178246,377.33119426962423
li_2663,400,400,219.51873540548507,1,214.77824418503565,350.2265980765363,186.07602797570118,13.327023283615658
li_2663,400,400,101.93352666150359,1,256.54433728620637,345.4777285027487,277.8775551147921,327.6901617960018
li_1084,400,400,0,0,0,0,0,0
li_2226,400,400,319.7055552728366,1,116.34549090407332,322.9971841631422,126.4654348815113,370.4054269809464
li_2226,400,400,238.65523257168874,1,17.42478660557296,225.61433114377456,280.1273059905885,163.45068631542392
li_4993,400,400,281.48760750815796,1,243.71671995166736,24.509671890672458,76.72349228008545,253.31211949331075
li_4394,400,400,274.07029277428484,1,295.6793553452327,136.60486426841754,49.75135967741817,272.9325230179529
li_4394,400,400,175.42626867465341,1,180.94966325528006,41.27691439913757,223.4318428032876,117.29090363238792
li_1117,400,400,259.43835623088887,1,304.87151400079904,356.18487673697865,388.7750535411107,134.46186180994854
li_1541,400,400,271.1855837674245,1,389.98242711509613,237.73661141714294,154.89588489151922,379.31253410842487
li_4729,400,400,137.2637682044866,1,99.10973032752648,90.37310111401777,195.0405520416198,58.055102552702564
li_489,400,400,262.99316462042697,1,158.01849812722867,84.7336047056301,11.370444556203507,263.9466291683952
li_1286,400,400,244.22170963704966,1,316.26488722108206,122.68039214305446,197.77087989919698,48.877338321905974
li_1286,400,400,195.8965307623985,1,173.28756932153345,366.806788696472,7.959910560182015,38.38625600714223
li_4121,400,400,67.22888140653124,1,152.27236260323332,165.0341091939234,201.6745644431536,267.6810816905319
li_2852,400,400,0,0,0,0,0,0
li_1667,400,400,170.84076096987914,1,49.55969723918741,30.60217238304439,99.94380464188572,269.7294867829193
li_1667,400,400,255.56037428151834,1,164.09652560690014,63.23685052340564,372.8218339076848,138.0060958385305
li_1667,400,400,170.33380506671156,1,281.17523622690163,111.24508346478166,312.250938643299,323.9705090597886
li_3340,400,400,0,0,0,0,0,0
li_3893,400,400,77.79926542406423,1,220.414575020015,191.51654515912085,239.10370420079397,311.336865357446
li_2093,400,400,351.85835195406753,1,65.64331319718745,286.341050676274,382.4770391939738,108.43907008851446
li_80,400,400,0,0,0,0,0,0
li_1175,400,400,314.7810090847969,1,6.275206903645403,318.6476644751451,320.6606759247105,359.52623177027357
li_1175,400,400,116.30901029132467,1,13.136328723562052,124.53970142152025,314.70550897745863,348.128172343314
li_1175,400,400,313.2628016928191,1,79.5908463232193,392.8443594391045,335.5529115048437,337.96526408904157
li_1181,400,400,261.79510349600685,1,370.60008106975283,195.69628976435447,394.1266330648543,199.3309965596117
li_3707,400,400,172.25337479526814,1,267.02884333026896,105.11962081707509,298.655385636612,239.86228405545543
li_3707,400,400,124.1958290122749,1,274.74923431067816,170.99363106321624,210.41490790505426,278.67454999905806
li_3707,400,400,83.78562461433066,1,168.48048706049963,112.84659291730637,370.74572949096944,308.0967014500054
li_3965,400,400,170.9334866846197,1,280.14548844864635,169.29029689317443,96.90492368955313,227.01788759154363
li_4397,400,400,221.73772755904636,1,132.98573567769085,335.4282161549395,214.24572421326795,304.71484558221175
li_2198,400,400,200.09067911270296,1,371.05667936496144,190.49852621515964,262.8908085649884,176.66416999595117
li_2198,400,400,119.4738183459426,1,379.9481657466656,366.7321568630023,335.17924315547083,216.4386419301687
li_825,400,400,114.60388899989047,1,36.853907712492926,150.204858118871,307.60661595382714,290.7065148928855
li_1812,400,400,0,0,0,0,0,0
li_1297,400,400,168.06724630050107,1,284.79580804985,117.2471761258984,306.7516649836461,319.9446638635627
li_3504,400,400,0,0,0,0,0,0
li_2549,400,400,99.41778249206685,1,257.39947639351846,158.5973642441934,262.89566437422684,273.9427504367189
li_1160,400,400,0,0,0,0,0,0
li_4232,400,400,0,0,0,0,0,0
li_1561,400,400,127.20797079015597,1,96.1025383600139,222.80479879478122,189.00686056107205,200.33845503270632
li_1451,400,400,343.2125404823185,1,381.16338406621253,45.797994150817225,149.26752618720985,76.29559191640962
li_1451,400,400,215.86735083021824,1,297.23912528710815,133.06629313621906,52.24681361455525,192.41098285196244
li_1451,400,400,108.34543941768113,1,249.98551040020698,340.82030047519476,175.1834813249832,116.12609267086715
li_2444,400,400,0,0,0,0,0,0
li_1658,400,400,381.29947461641126,1,340.8302577899482,18.876319342417958,372.0995639042655,167.80822571080415
li_1658,400,400,311.12261979392014,1,148.36551355334362,391.7393900170012,65.0228672535527,258.8435080596457
li_1400,400,400,0,0,0,0,0,0
li_3363,400,400,91.47397381973109,1,99.69424555446409,166.03015467123328,259.2947394992895,196.31033628687044
li_3363,400,400,320.1887516477222,1,316.3317686350233,1.6845840640483,202.66839382617854,143.35578198615315
li_3363,400,400,192.063856369624,1,238.4412248523922,47.0940686874123,145.9172828456345,129.34046918479024
li_3036,400,400,0,0,0,0,0,0
li_1952,400,400,0,0,0,0,0,0
li_2680,400,400,0,0,0,0,0,0
li_3940,400,400,0,0,0,0,0,0
li_902,400,400,156.91511895417514,1,231.72897634045282,135.523492148728,315.64739065905474,191.68425352612027
li_902,400,400,30.608083419612132,1,30.70439185600442,7.536996946911989,38.649551949819426,18.646387606443817
li_1573,400,400,293.69354289478576,1,318.87325330808164,26.762848622256108,16.974244188758902,47.42762844034236
li_377,400,400,219.06473293481602,1,80.98294436974322,283.51328558568747,251.45014696550777,167.9587216407748
li_2474,400,400,197.81191053378674,1,292.1956477575609,323.54395198349437,23.44487848683756,218.75702806075722
li_2474,400,400,250.64091264602743,1,38.552419910322385,160.641720810589,46.28238039736851,265.1774915755712
li_2176,400,400,0,0,0,0,0,0
li_4721,400,400,212.73746321119597,1,186.2653895885586,364.4609402418788,325.5478763293465,209.34299699592538
li_1309,400,400,173.05093649832415,1,376.674989401523,204.99510495362415,334.12025998555663,312.37988512901137
li_1717,400,400,49.460541083025085,1,182.56950769840415,218.7813477936396,205.06906372411936,238.7595336101674
li_349,400,400,278.7804671162936,1,311.56085052055045,64.31063543493312,112.21797234184456,241.00415166903332
li_447,400,400,140.45846808990063,1,220.89975893640093,229.62391559926365,176.65852575066378,36.471256896878536
li_447,400,400,255.0786969434282,1,348.5696768884138,93.49936056084628,262.2979708659152,264.36566593819157
li_447,400,400,299.67928145166064,1,208.05216275512564,102.29921161232838,78.29242531892322,358.6921133643502
li_3017,400,400,224.2903661226494,1,297.9362369989706,126.92061247507552,220.15729243488292,365.2773272479102
li_596,400,400,0,0,0,0,0,0
li_4739,400,400,208.8979997418714,1,391.2991249245218,183.01647584808336,44.19002042886437,60.21226714573022
li_4739,400,400,341.7762177809354,1,218.32504908126506,90.45002801885946,378.3531937830979,61.400575827462944
li_4739,400,400,245.3957733595388,1,307.7776533542738,63.167319843019285,44.05976894062755,63.67788103733494
